,Vector1,,,Vector2,,,Vector3,,,Vector4,,,Vector5,,,Vector6,,,Vector7,,
580, 56.28756549643145, 33.700396971325176, 38.8730225058338, 56.28756549643145, 33.700396971325176, 38.8730225058338, 56.28756549643145, 2.512018580963035, 16.293085348001394, 12.36546298368054, 2.512018580963035, 16.293085348001394, 12.36546298368054, 2.512018580963035, 12.493826607877198, 14.891409621483923, 3.821807765612998, 12.493826607877198, 14.891409621483923, 3.821807765612998, 12.493826607877198, 19.880242334848656
585, 22.641411385110693, 36.26036617555402, 35.137422931312315, 22.641411385110693, 36.26036617555402, 35.137422931312315, 22.641411385110693, 9.391682843958993, 10.80117586744068, 14.87339181135971, 9.391682843958993, 10.80117586744068, 14.87339181135971, 9.391682843958993, 10.032259402396674, 2.453909839808577, 10.655640600735156, 10.032259402396674, 2.453909839808577, 10.655640600735156, 10.032259402396674, 16.81323636414223
590, 88.68352099723899, 82.48808478757286, 71.19212050794954, 88.68352099723899, 82.48808478757286, 71.19212050794954, 88.68352099723899, 11.158679678651405, 17.26241295984851, 19.74757742738249, 11.158679678651405, 17.26241295984851, 19.74757742738249, 11.158679678651405, 23.296449763185425, 17.39292660642691, 11.342016902726318, 23.296449763185425, 17.39292660642691, 11.342016902726318, 23.296449763185425, 28.304043399445597
595, 69.74732838046883, 56.115899007098456, 58.57997740950349, 69.74732838046883, 56.115899007098456, 58.57997740950349, 69.74732838046883, 5.031356153784794, 18.46605179510259, 10.682884472812542, 5.031356153784794, 18.46605179510259, 10.682884472812542, 5.031356153784794, 13.229939735981567, 20.27229576016487, 5.449652264045767, 13.229939735981567, 20.27229576016487, 5.449652264045767, 13.229939735981567, 15.760735928683332
600, 13.103855719639142, 20.315386630162553, 8.767257525913307, 13.103855719639142, 20.315386630162553, 8.767257525913307, 13.103855719639142, 19.3415831541755, 23.770331665809785, 9.176790210686441, 19.3415831541755, 23.770331665809785, 9.176790210686441, 19.3415831541755, 3.907899246945222, 14.74427904480887, 13.499524664324836, 3.907899246945222, 14.74427904480887, 13.499524664324836, 3.907899246945222, 18.594597000489475
605, 15.04534595732275, 14.579767372650606, 19.476742084220618, 15.04534595732275, 14.579767372650606, 19.476742084220618, 15.04534595732275, 12.731945101408023, 5.672094885051435, 21.431372291842628, 12.731945101408023, 5.672094885051435, 21.431372291842628, 12.731945101408023, 28.458802853485366, 25.163389223866577, 6.105552316978664, 28.458802853485366, 25.163389223866577, 6.105552316978664, 28.458802853485366, 35.59465209869742
610, 23.358850139068874, 30.212127759350786, 31.30052997499919, 23.358850139068874, 30.212127759350786, 31.30052997499919, 23.358850139068874, 10.79446651792355, 13.200314706132948, 26.52345702612969, 10.79446651792355, 13.200314706132948, 26.52345702612969, 10.79446651792355, 6.490171322420781, 36.46395330132098, 12.480426609227147, 6.490171322420781, 36.46395330132098, 12.480426609227147, 6.490171322420781, 21.69422282651158
615, 38.86493261767066, 32.768928381638084, 40.77094026810571, 38.86493261767066, 32.768928381638084, 40.77094026810571, 38.86493261767066, 15.462674814850773, 18.93773759158022, 13.067303486269127, 15.462674814850773, 18.93773759158022, 13.067303486269127, 15.462674814850773, 15.680931167955704, 18.651350789634574, 0.58999058900605, 15.680931167955704, 18.651350789634574, 0.58999058900605, 15.680931167955704, 14.997064662477866
620, 50.1493050729722, 38.59902053825556, 41.774035583090146, 50.1493050729722, 38.59902053825556, 41.774035583090146, 50.1493050729722, 7.402564361796469, 9.812243959379549, 10.920634453071118, 7.402564361796469, 9.812243959379549, 10.920634453071118, 7.402564361796469, 17.12627138542454, 21.998804051560104, 17.2702447415916, 17.12627138542454, 21.998804051560104, 17.2702447415916, 17.12627138542454, 38.13738726710335
625, 38.26801436882845, 15.100661432591242, 12.727258156427819, 38.26801436882845, 15.100661432591242, 12.727258156427819, 38.26801436882845, 15.745550884210266, 2.6113807061724525, 20.52185908444848, 15.745550884210266, 2.6113807061724525, 20.52185908444848, 15.745550884210266, 0.2100089484844378, 24.88100677032853, 14.741131630591466, 0.2100089484844378, 24.88100677032853, 14.741131630591466, 0.2100089484844378, 18.633231198126214
630, 13.55966695563594, 13.624399453650225, 6.797136715812509, 13.55966695563594, 13.624399453650225, 6.797136715812509, 13.55966695563594, 10.499624577463294, 13.344545202486952, 16.41129662010058, 10.499624577463294, 13.344545202486952, 16.41129662010058, 10.499624577463294, 4.700562826752968, 18.902509307222292, 22.47956234401253, 4.700562826752968, 18.902509307222292, 22.47956234401253, 4.700562826752968, 32.19676390635874
635, 22.66901342311544, 22.544309406355886, 20.291627518543, 22.66901342311544, 22.544309406355886, 20.291627518543, 22.66901342311544, 13.269228905973401, 16.619556855126163, 11.018880771257884, 13.269228905973401, 16.619556855126163, 11.018880771257884, 13.269228905973401, 1.6871080688863989, 19.863235632856664, 14.727900240543098, 1.6871080688863989, 19.863235632856664, 14.727900240543098, 1.6871080688863989, 6.18557826784673
640, 23.212387350518433, 10.097678503081847, 2.5721786268021694, 23.212387350518433, 10.097678503081847, 2.5721786268021694, 23.212387350518433, 13.311336722904702, 8.892142008710183, 2.0542380072965307, 13.311336722904702, 8.892142008710183, 2.0542380072965307, 13.311336722904702, 7.81178967371118, 11.311737507224235, 2.7768757578431638, 7.81178967371118, 11.311737507224235, 2.7768757578431638, 7.81178967371118, 15.236139362377727
645, 22.39505088238972, 19.561862334416396, 11.359728552080673, 22.39505088238972, 19.561862334416396, 11.359728552080673, 22.39505088238972, 6.884282401495041, 9.13378674768384, 15.661609604620686, 6.884282401495041, 9.13378674768384, 15.661609604620686, 6.884282401495041, 21.179103032763685, 1.4168522823293395, 16.0371307354333, 21.179103032763685, 1.4168522823293395, 16.0371307354333, 21.179103032763685, 22.202496313991208
650, 29.161103290688853, 29.326751492506922, 18.963969535530353, 29.161103290688853, 29.326751492506922, 18.963969535530353, 29.161103290688853, 13.395488080672763, 14.508479523202393, 14.58029767019214, 13.395488080672763, 14.508479523202393, 14.58029767019214, 13.395488080672763, 21.866006428626967, 6.486220138455335, 14.246033614524082, 21.866006428626967, 6.486220138455335, 14.246033614524082, 21.866006428626967, 10.808797548458811
655, 43.92469382164717, 39.12653051745901, 35.87684008016374, 43.92469382164717, 39.12653051745901, 35.87684008016374, 43.92469382164717, 5.4805062145156285, 16.415654011185243, 10.272704148953961, 5.4805062145156285, 16.415654011185243, 10.272704148953961, 5.4805062145156285, 13.565882952358265, 12.003270391967423, 9.26195293570275, 13.565882952358265, 12.003270391967423, 9.26195293570275, 13.565882952358265, 15.806650749937797
660, 58.297874343513975, 43.406885084388584, 46.80683866077983, 58.297874343513975, 43.406885084388584, 46.80683866077983, 58.297874343513975, 3.303888781310079, 8.445024576212688, 6.428328832836359, 3.303888781310079, 8.445024576212688, 6.428328832836359, 3.303888781310079, 12.017112800868144, 10.26775828925477, 20.008162964876067, 12.017112800868144, 10.26775828925477, 20.008162964876067, 12.017112800868144, 26.96041598661702
665, 43.13605221720795, 52.575334409217994, 55.53710079984657, 43.13605221720795, 52.575334409217994, 55.53710079984657, 43.13605221720795, 2.733259572271912, 8.72914493841481, 19.949449367872255, 2.733259572271912, 8.72914493841481, 19.949449367872255, 2.733259572271912, 25.075818311169737, 10.670961860185395, 14.588653322828696, 25.075818311169737, 10.670961860185395, 14.588653322828696, 25.075818311169737, 21.746096774877362
670, 25.112244348802445, 22.75765231032464, 25.96294535161564, 25.112244348802445, 22.75765231032464, 25.96294535161564, 25.112244348802445, 2.6131269965734476, 15.188738499791189, 7.300949759766814, 2.6131269965734476, 15.188738499791189, 7.300949759766814, 2.6131269965734476, 21.662561978772004, 16.90330301217497, 12.855889660217935, 21.662561978772004, 16.90330301217497, 12.855889660217935, 21.662561978772004, 34.163296143936215
675, 2.510136843725364, 22.133061507848485, 14.858204255732973, 2.510136843725364, 22.133061507848485, 14.858204255732973, 2.510136843725364, 8.263962549792728, 14.217794340256551, 11.881333110083132, 8.263962549792728, 14.217794340256551, 11.881333110083132, 8.263962549792728, 16.442213432010117, 11.619368574269865, 4.587714503136438, 16.442213432010117, 11.619368574269865, 4.587714503136438, 16.442213432010117, 17.872042690094663
680, 41.818653635979885, 57.02869603646031, 47.070310301528814, 41.818653635979885, 57.02869603646031, 47.070310301528814, 41.818653635979885, 11.852950762772313, 14.768372008732316, 11.849644019023879, 11.852950762772313, 14.768372008732316, 11.849644019023879, 11.852950762772313, 20.608013525897192, 17.08874096149407, 16.15416753451816, 20.608013525897192, 17.08874096149407, 16.15416753451816, 20.608013525897192, 21.08683828223934
685, 64.58338504050579, 54.11227649287287, 45.770634796423884, 64.58338504050579, 54.11227649287287, 45.770634796423884, 64.58338504050579, 4.7107077937926025, 4.52256462895213, 3.1991891255284535, 4.7107077937926025, 4.52256462895213, 3.1991891255284535, 4.7107077937926025, 11.176782664595285, 15.286137833275006, 6.7912200869546115, 11.176782664595285, 15.286137833275006, 6.7912200869546115, 11.176782664595285, 34.31213376173299
690, 51.44527221638513, 55.05774855054887, 48.46600100142816, 51.44527221638513, 55.05774855054887, 48.46600100142816, 51.44527221638513, 7.607351960621019, 12.099164774043727, 18.78287066109399, 7.607351960621019, 12.099164774043727, 18.78287066109399, 7.607351960621019, 25.103159176237188, 30.08506427464755, 18.837760711068892, 25.103159176237188, 30.08506427464755, 18.837760711068892, 25.103159176237188, 10.512801507763552
695, 46.41459071192728, 18.73474784490228, 38.46364211575265, 46.41459071192728, 18.73474784490228, 38.46364211575265, 46.41459071192728, 20.23414119132402, 21.750146738090315, 7.322910694865035, 20.23414119132402, 21.750146738090315, 7.322910694865035, 20.23414119132402, 20.285313459837727, 17.843915375566812, 14.412018219881663, 20.285313459837727, 17.843915375566812, 14.412018219881663, 20.285313459837727, 7.243428725381506
700, 17.377284165272872, 34.594294855169075, 22.82867064628087, 17.377284165272872, 34.594294855169075, 22.82867064628087, 17.377284165272872, 10.142069768516544, 11.685895552421837, 3.6376155389108296, 10.142069768516544, 11.685895552421837, 3.6376155389108296, 10.142069768516544, 22.895977206469755, 18.786104296708835, 23.041407568164928, 22.895977206469755, 18.786104296708835, 23.041407568164928, 22.895977206469755, 26.040865464074038
705, 97.94892163669367, 93.90171306612363, 79.04655568191804, 97.94892163669367, 93.90171306612363, 79.04655568191804, 97.94892163669367, 10.792006353462165, 10.261702354626657, 18.85318213966253, 10.792006353462165, 10.261702354626657, 18.85318213966253, 10.792006353462165, 6.311611715051054, 19.62925538271605, 10.383228596002324, 6.311611715051054, 19.62925538271605, 10.383228596002324, 6.311611715051054, 7.307620648110901
710, 34.11416322596825, 19.80806557420769, 35.70032711809789, 34.11416322596825, 19.80806557420769, 35.70032711809789, 34.11416322596825, 9.193279748819863, 12.273942158466282, 15.417405446505796, 9.193279748819863, 12.273942158466282, 15.417405446505796, 9.193279748819863, 16.8194608667375, 25.380579653041003, 8.678207385228367, 16.8194608667375, 25.380579653041003, 8.678207385228367, 16.8194608667375, 13.529465404947226
715, 21.232939969221093, 27.679229174818527, 10.862569338493048, 21.232939969221093, 27.679229174818527, 10.862569338493048, 21.232939969221093, 8.067792655062442, 14.196602037006196, 1.03333063969856, 8.067792655062442, 14.196602037006196, 1.03333063969856, 8.067792655062442, 32.09079366977254, 36.35020738776395, 27.314721381960823, 32.09079366977254, 36.35020738776395, 27.314721381960823, 32.09079366977254, 36.646643317793185
720, 16.20863233715704, 28.108738759062472, 23.54520635191599, 16.20863233715704, 28.108738759062472, 23.54520635191599, 16.20863233715704, 6.13464187317014, 7.811599929814016, 16.020210155241408, 6.13464187317014, 7.811599929814016, 16.020210155241408, 6.13464187317014, 12.869051596613199, 24.628837240867348, 24.449422222965257, 12.869051596613199, 24.628837240867348, 24.449422222965257, 12.869051596613199, 10.272910230143005
725, 61.342848779705726, 55.75539604425349, 56.6960847420548, 61.342848779705726, 55.75539604425349, 56.6960847420548, 61.342848779705726, 9.572536487662514, 11.371656818468441, 16.78919161045139, 9.572536487662514, 11.371656818468441, 16.78919161045139, 9.572536487662514, 3.8834600110128203, 24.295504576287616, 19.466349439299616, 3.8834600110128203, 24.295504576287616, 19.466349439299616, 3.8834600110128203, 31.978421399833707
730, 60.96283190129388, 52.94581061082184, 59.99277701453001, 60.96283190129388, 52.94581061082184, 59.99277701453001, 60.96283190129388, 7.637405767533142, 7.36586879552595, 10.926135571978303, 7.637405767533142, 7.36586879552595, 10.926135571978303, 7.637405767533142, 19.812955559141407, 31.23218804031827, 24.112387765330308, 19.812955559141407, 31.23218804031827, 24.112387765330308, 19.812955559141407, 3.747684515986184
735, 96.8101684116515, 92.52730648821276, 86.71499531610661, 96.8101684116515, 92.52730648821276, 86.71499531610661, 96.8101684116515, 6.503877163360422, 16.245650199947594, 12.805860067301595, 6.503877163360422, 16.245650199947594, 12.805860067301595, 6.503877163360422, 2.236350044977479, 18.246162252351976, 18.28932183221928, 2.236350044977479, 18.246162252351976, 18.28932183221928, 2.236350044977479, 21.502003667834217
740, 25.26288495529609, 29.880016578393285, 21.857409687418837, 25.26288495529609, 29.880016578393285, 21.857409687418837, 25.26288495529609, 8.647788247940932, 9.111323727787498, 7.001521500411509, 8.647788247940932, 9.111323727787498, 7.001521500411509, 8.647788247940932, 12.28692388247308, 6.5204435033755, 10.62289406483538, 12.28692388247308, 6.5204435033755, 10.62289406483538, 12.28692388247308, 14.723568101235475
745, 27.027760248954195, 14.237479088539256, 15.304309265751472, 27.027760248954195, 14.237479088539256, 15.304309265751472, 27.027760248954195, 9.10304722254381, 7.402482252887256, 13.680637199157035, 9.10304722254381, 7.402482252887256, 13.680637199157035, 9.10304722254381, 24.573358148749264, 10.258622708802573, 28.271365102152135, 24.573358148749264, 10.258622708802573, 28.271365102152135, 24.573358148749264, 14.305737317189745
750, 67.67037985639602, 61.00990915878846, 67.13793519841799, 67.67037985639602, 61.00990915878846, 67.13793519841799, 67.67037985639602, 12.655576777159826, 9.92513422708458, 12.383395007796812, 12.655576777159826, 9.92513422708458, 12.383395007796812, 12.655576777159826, 17.705731603585065, 14.782024957558635, 22.805287342546418, 17.705731603585065, 14.782024957558635, 22.805287342546418, 17.705731603585065, 15.16591018970142
755, 43.804026322812284, 47.29828501342068, 45.496413528203135, 43.804026322812284, 47.29828501342068, 45.496413528203135, 43.804026322812284, 8.88290638102347, 10.286603424903522, 2.3341792415449816, 8.88290638102347, 10.286603424903522, 2.3341792415449816, 8.88290638102347, 19.756680168974466, 13.768513798725868, 22.024077740000727, 19.756680168974466, 13.768513798725868, 22.024077740000727, 19.756680168974466, 18.273951742385307
760, 45.98702985687194, 25.669202205218426, 34.12946112045588, 45.98702985687194, 25.669202205218426, 34.12946112045588, 45.98702985687194, 9.474694989160158, 14.66101609048238, 5.75553430300959, 9.474694989160158, 14.66101609048238, 5.75553430300959, 9.474694989160158, 14.364741085776886, 18.700295211066877, 20.080871632674693, 14.364741085776886, 18.700295211066877, 20.080871632674693, 14.364741085776886, 10.315698234495386
765, 14.953043659469172, 18.6666035315468, 33.24351034257934, 14.953043659469172, 18.6666035315468, 33.24351034257934, 14.953043659469172, 11.897980220857587, 5.111967209514219, 15.63082822764781, 11.897980220857587, 5.111967209514219, 15.63082822764781, 11.897980220857587, 30.544914892252713, 13.695816430395826, 20.909521266771993, 30.544914892252713, 13.695816430395826, 20.909521266771993, 30.544914892252713, 19.231567611204735
770, 23.06545297425578, 22.091898685722057, 16.208271295924792, 23.06545297425578, 22.091898685722057, 16.208271295924792, 23.06545297425578, 3.9148921697700287, 9.211282360656071, 16.101887447270357, 3.9148921697700287, 9.211282360656071, 16.101887447270357, 3.9148921697700287, 13.878663324504098, 22.646428995640075, 3.633930140296999, 13.878663324504098, 22.646428995640075, 3.633930140296999, 13.878663324504098, 7.157666199375838
775, 25.769654678448738, 33.63592892703347, 29.16129697766632, 25.769654678448738, 33.63592892703347, 29.16129697766632, 25.769654678448738, 6.337333748842933, 19.095278736272284, 6.6954902284289375, 6.337333748842933, 19.095278736272284, 6.6954902284289375, 6.337333748842933, 10.834246488951038, 11.831623696528728, 18.749890815426543, 10.834246488951038, 11.831623696528728, 18.749890815426543, 10.834246488951038, 11.751270110883752
780, 57.95916889737954, 50.55302408223744, 50.81630996488895, 57.95916889737954, 50.55302408223744, 50.81630996488895, 57.95916889737954, 7.348670443416173, 7.77220656949475, 6.89703242339355, 7.348670443416173, 7.77220656949475, 6.89703242339355, 7.348670443416173, 6.27423714337973, 5.967654963743612, 3.6421627216040346, 6.27423714337973, 5.967654963743612, 3.6421627216040346, 6.27423714337973, 27.154122801033363
785, 34.38749168875348, 21.587339449967377, 19.580540045922163, 34.38749168875348, 21.587339449967377, 19.580540045922163, 34.38749168875348, 7.569297515436698, 4.152054019488273, 15.350989031835123, 7.569297515436698, 4.152054019488273, 15.350989031835123, 7.569297515436698, 18.74778555488011, 22.90018371387408, 10.733629556504624, 18.74778555488011, 22.90018371387408, 10.733629556504624, 18.74778555488011, 25.69408322506029
790, 30.1086594965288, 22.77113261369751, 9.455690892734017, 30.1086594965288, 22.77113261369751, 9.455690892734017, 30.1086594965288, 7.33156513090891, 13.959151779872302, 7.698064627017099, 7.33156513090891, 13.959151779872302, 7.698064627017099, 7.33156513090891, 22.31258496357469, 12.120010852222906, 15.033554389727778, 22.31258496357469, 12.120010852222906, 15.033554389727778, 22.31258496357469, 12.69787845822685
795, 30.0288591728029, 28.22040250853414, 32.711400284280415, 30.0288591728029, 28.22040250853414, 32.711400284280415, 30.0288591728029, 10.291921895104224, 11.970824389454839, 7.698837309585874, 10.291921895104224, 11.970824389454839, 7.698837309585874, 10.291921895104224, 21.826946906466677, 10.945085596491765, 9.822824644945113, 21.826946906466677, 10.945085596491765, 9.822824644945113, 21.826946906466677, 11.309672988798308
800, 12.840613216840799, 10.527377756397499, 23.78604680938247, 12.840613216840799, 10.527377756397499, 23.78604680938247, 12.840613216840799, 5.0897325084559775, 7.762604529051721, 1.675732931319134, 5.0897325084559775, 7.762604529051721, 1.675732931319134, 5.0897325084559775, 20.215485568150317, 27.581314962154597, 29.699761946491076, 20.215485568150317, 27.581314962154597, 29.699761946491076, 20.215485568150317, 7.8244263701183066
805, 20.66147774194125, 5.004938950345163, 18.278086951737276, 20.66147774194125, 5.004938950345163, 18.278086951737276, 20.66147774194125, 4.224446809115701, 9.66102458188897, 14.760950919624072, 4.224446809115701, 9.66102458188897, 14.760950919624072, 4.224446809115701, 15.70650671624629, 25.18998000553783, 10.898279045425973, 15.70650671624629, 25.18998000553783, 10.898279045425973, 15.70650671624629, 14.143479261488729
810, 6.4008324151151275, 1.3876075161503625, 10.727286841249821, 6.4008324151151275, 1.3876075161503625, 10.727286841249821, 6.4008324151151275, 7.648016845246996, 11.031103487066591, 14.159120557945892, 7.648016845246996, 11.031103487066591, 14.159120557945892, 7.648016845246996, 26.359354319546764, 6.208090989186433, 12.382692753564271, 26.359354319546764, 6.208090989186433, 12.382692753564271, 26.359354319546764, 15.32201342471255
815, 22.061369003853223, 10.507047404069803, 20.872648619926398, 22.061369003853223, 10.507047404069803, 20.872648619926398, 22.061369003853223, 6.6073471805573725, 14.423925623107042, 4.907858450875333, 6.6073471805573725, 14.423925623107042, 4.907858450875333, 6.6073471805573725, 21.325874297000247, 22.157382328430838, 17.22328517506955, 21.325874297000247, 22.157382328430838, 17.22328517506955, 21.325874297000247, 13.448599617238244
820, 25.487245624240284, 19.909561109585024, 14.707226372649561, 25.487245624240284, 19.909561109585024, 14.707226372649561, 25.487245624240284, 7.281113437152926, 10.77232179528765, 12.852647553107674, 7.281113437152926, 10.77232179528765, 12.852647553107674, 7.281113437152926, 8.71279165889708, 13.129167818319415, 5.702783652290047, 8.71279165889708, 13.129167818319415, 5.702783652290047, 8.71279165889708, 17.08404025027703
825, 11.183952020219802, 25.090287201210884, 27.06987211502235, 11.183952020219802, 25.090287201210884, 27.06987211502235, 11.183952020219802, 2.227475518226508, 7.948903511044563, 16.546272070467996, 2.227475518226508, 7.948903511044563, 16.546272070467996, 2.227475518226508, 6.4226479162791055, 19.030582378242812, 6.406529113124321, 6.4226479162791055, 19.030582378242812, 6.406529113124321, 6.4226479162791055, 27.806124044343964
830, 24.03975428867154, 12.776193038704314, 24.208383597216915, 24.03975428867154, 12.776193038704314, 24.208383597216915, 24.03975428867154, 5.725207373457822, 5.289723758378806, 2.0663904620551783, 5.725207373457822, 5.289723758378806, 2.0663904620551783, 5.725207373457822, 10.800294477078074, 19.086275037920554, 17.836191090723204, 10.800294477078074, 19.086275037920554, 17.836191090723204, 10.800294477078074, 25.896644217307145
835, 24.380648138688617, 33.327299087354156, 23.472435919968106, 24.380648138688617, 33.327299087354156, 23.472435919968106, 24.380648138688617, 2.596097433139825, 13.76979585131578, 15.018364154834735, 2.596097433139825, 13.76979585131578, 15.018364154834735, 2.596097433139825, 24.932155261060068, 25.98490653780327, 18.403949796604625, 24.932155261060068, 25.98490653780327, 18.403949796604625, 24.932155261060068, 15.476951433105787
840, 31.714049637093296, 49.27616266038463, 40.17710092028158, 31.714049637093296, 49.27616266038463, 40.17710092028158, 31.714049637093296, 9.497166269772087, 6.211188912567891, 4.2083302270672025, 9.497166269772087, 6.211188912567891, 4.2083302270672025, 9.497166269772087, 10.259259148643727, 11.736271534381736, 7.407255844772731, 10.259259148643727, 11.736271534381736, 7.407255844772731, 10.259259148643727, 22.685782993942695
845, 53.84069318363896, 56.084083162979326, 52.441351376362775, 53.84069318363896, 56.084083162979326, 52.441351376362775, 53.84069318363896, 9.56783949112659, 5.642170596670953, 12.712403393824594, 9.56783949112659, 5.642170596670953, 12.712403393824594, 9.56783949112659, 11.922787941259621, 26.891008115834328, 13.51759388784826, 11.922787941259621, 26.891008115834328, 13.51759388784826, 11.922787941259621, 29.586321585088395
850, 50.58360070072365, 43.18668243145276, 32.636470034171786, 50.58360070072365, 43.18668243145276, 32.636470034171786, 50.58360070072365, 2.3843658283621694, 9.089603413494123, 13.502459675322061, 2.3843658283621694, 9.089603413494123, 13.502459675322061, 2.3843658283621694, 9.58470990085703, 19.81553908447837, 6.813821623508272, 9.58470990085703, 19.81553908447837, 6.813821623508272, 9.58470990085703, 10.717338936909606
855, 19.590449805967502, 36.41539129604678, 18.895131690818232, 19.590449805967502, 36.41539129604678, 18.895131690818232, 19.590449805967502, 15.385962089211018, 19.28578978327906, 8.975568040577327, 15.385962089211018, 19.28578978327906, 8.975568040577327, 15.385962089211018, 6.340613721898589, 18.65179089918065, 19.085593905857788, 6.340613721898589, 18.65179089918065, 19.085593905857788, 6.340613721898589, 6.2366612268638715
860, 27.218724982536703, 21.169555630670825, 17.59496977649753, 27.218724982536703, 21.169555630670825, 17.59496977649753, 27.218724982536703, 11.006853491894276, 2.8440834279619946, 5.278752493248879, 11.006853491894276, 2.8440834279619946, 5.278752493248879, 11.006853491894276, 13.376880115150284, 12.644858356009602, 14.714684513073884, 13.376880115150284, 12.644858356009602, 14.714684513073884, 13.376880115150284, 30.9438764502482
865, 55.43456059142202, 53.7566733590595, 66.40587326314589, 55.43456059142202, 53.7566733590595, 66.40587326314589, 55.43456059142202, 4.55868259589039, 5.543624949271507, 15.297278855508091, 4.55868259589039, 5.543624949271507, 15.297278855508091, 4.55868259589039, 11.78422394555964, 15.475069694457268, 22.271430617033605, 11.78422394555964, 15.475069694457268, 22.271430617033605, 11.78422394555964, 16.453807495451535
870, 16.739505060402756, 29.04293607163348, 12.283232157751739, 16.739505060402756, 29.04293607163348, 12.283232157751739, 16.739505060402756, 5.798580902534268, 13.95480242892205, 9.38325133816732, 5.798580902534268, 13.95480242892205, 9.38325133816732, 5.798580902534268, 9.090995996660922, 13.076134248290069, 15.293211007649909, 9.090995996660922, 13.076134248290069, 15.293211007649909, 9.090995996660922, 19.354047332987072
875, 41.88437856587794, 24.89043271192779, 35.29797201839367, 41.88437856587794, 24.89043271192779, 35.29797201839367, 41.88437856587794, 7.369394099580562, 6.110215863277108, 7.394875184645921, 7.369394099580562, 6.110215863277108, 7.394875184645921, 7.369394099580562, 9.859981356784392, 12.015074537837341, 1.7601358226063204, 9.859981356784392, 12.015074537837341, 1.7601358226063204, 9.859981356784392, 25.8304873728356
880, 42.91628712889621, 52.76704053542806, 52.77911568202522, 42.91628712889621, 52.76704053542806, 52.77911568202522, 42.91628712889621, 9.660500041079178, 8.318824171905831, 15.048210679985809, 9.660500041079178, 8.318824171905831, 15.048210679985809, 9.660500041079178, 3.9368482615799096, 7.254534706952381, 13.155803487659307, 3.9368482615799096, 7.254534706952381, 13.155803487659307, 3.9368482615799096, 24.150854682224754
885, 43.52695259603707, 30.578470479489006, 23.072480342869788, 43.52695259603707, 30.578470479489006, 23.072480342869788, 43.52695259603707, 3.252266263525099, 12.814190523135187, 10.128447327187882, 3.252266263525099, 12.814190523135187, 10.128447327187882, 3.252266263525099, 17.726819605176452, 1.8494739778842453, 13.422653045272746, 17.726819605176452, 1.8494739778842453, 13.422653045272746, 17.726819605176452, 27.372147838599293
890, 41.06856398658704, 42.03481967778887, 49.74573189471808, 41.06856398658704, 42.03481967778887, 49.74573189471808, 41.06856398658704, 10.920697226810931, 6.516519355661228, 13.666068587139769, 10.920697226810931, 6.516519355661228, 13.666068587139769, 10.920697226810931, 1.2007204961252094, 13.123281684527063, 18.501400231618998, 1.2007204961252094, 13.123281684527063, 18.501400231618998, 1.2007204961252094, 5.334815794786423
895, 65.70565718732068, 52.56736825904369, 58.33659136611522, 65.70565718732068, 52.56736825904369, 58.33659136611522, 65.70565718732068, 8.620667959030042, 4.487471993157887, 5.094676549064071, 8.620667959030042, 4.487471993157887, 5.094676549064071, 8.620667959030042, 19.673467120277376, 19.768498287415746, 21.722576058356182, 19.673467120277376, 19.768498287415746, 21.722576058356182, 19.673467120277376, 11.790270581281016
900, 22.519863098783304, 25.43242905596026, 19.416229176833202, 22.519863098783304, 25.43242905596026, 19.416229176833202, 22.519863098783304, 6.4618144749405575, 7.627127968712406, 4.328676805373355, 6.4618144749405575, 7.627127968712406, 4.328676805373355, 6.4618144749405575, 16.81366551371742, 14.26151128019825, 16.811554460542553, 16.81366551371742, 14.26151128019825, 16.811554460542553, 16.81366551371742, 24.712881947792898
905, 1.2256334562329414, 9.85336339280948, 18.33900609314479, 1.2256334562329414, 9.85336339280948, 18.33900609314479, 1.2256334562329414, 5.4090005322070365, 2.756664529292094, 5.162941871590429, 5.4090005322070365, 2.756664529292094, 5.162941871590429, 5.4090005322070365, 6.499927531813406, 7.994890465512095, 8.372454735970408, 6.499927531813406, 7.994890465512095, 8.372454735970408, 6.499927531813406, 6.456455946253242
910, 46.75078729397787, 56.23812119894736, 56.74032771338206, 46.75078729397787, 56.23812119894736, 56.74032771338206, 46.75078729397787, 10.219605253282944, 2.6911240791386715, 13.363045253392887, 10.219605253282944, 2.6911240791386715, 13.363045253392887, 10.219605253282944, 18.803383020236836, 10.86350816656157, 10.24890764737842, 18.803383020236836, 10.86350816656157, 10.24890764737842, 18.803383020236836, 3.020994257595347
915, 42.39496719689576, 45.18022912262952, 45.669178023243724, 42.39496719689576, 45.18022912262952, 45.669178023243724, 42.39496719689576, 9.870388284989067, 8.741336277659489, 3.7573141480745744, 9.870388284989067, 8.741336277659489, 3.7573141480745744, 9.870388284989067, 3.7666083814410865, 8.988724531574173, 11.169254527616973, 3.7666083814410865, 8.988724531574173, 11.169254527616973, 3.7666083814410865, 12.743119520038835
920, 49.130250783278704, 52.096463583589426, 58.1122682580117, 49.130250783278704, 52.096463583589426, 58.1122682580117, 49.130250783278704, 5.285786601526803, 7.63011812451613, 4.3953405091632884, 5.285786601526803, 7.63011812451613, 4.3953405091632884, 5.285786601526803, 16.06303530736051, 10.393973597008163, 7.578081375301507, 16.06303530736051, 10.393973597008163, 7.578081375301507, 16.06303530736051, 13.72162445611874
