,Vector1,,,Vector2,,
1630,0.784765358,-1.225379932,0.94059667,-1.225317667,-0.784813929,0.940627219
1635,-1.351240772,0.878091111,0.629705404,0.877933322,1.351251975,0.629656655
1640,-2.459159541,0.590821698,1.198408607,0.590762742,2.459203153,1.198429592
1645,0.517690535,-0.479932713,0.075071447,-0.47994,-0.517639083,0.075072556
1650,-6.063033201,2.908068942,2.803984058,2.908009462,6.063025507,2.804106307
1655,1.050554266,-1.7039192,1.349008736,-1.703753852,-1.050738559,1.348618699
1660,-0.652385376,-1.102523761,0.304536329,-1.102546568,0.652345125,0.304773744
1665,-0.274451952,0.21768918,0.250687088,0.217716048,0.274440615,0.250740799
1670,-1.134907554,0.675952478,0.458484547,0.675917323,1.134930504,0.458560233
1675,-1.697925893,0.607931494,1.049333301,0.607876081,1.697928944,1.04934739
1680,-1.429686357,0.097869657,0.500714613,0.097864105,1.429689105,0.500752578
1685,0.11938866,0.140474518,0.216782683,0.140454107,-0.119405172,0.216778423
1690,0.072545455,-0.035602371,0.005944382,-0.035632957,-0.072562645,0.005933811
1695,-0.021232535,0.008644276,0.015269837,0.008641532,0.021267343,0.015247266
1700,-0.001136154,4.60E-04,6.40E-04,4.58E-04,0.001139112,6.30E-04
1705,0.649221241,-0.311781366,-0.357270436,-0.311676274,-0.649123618,-0.357157179
1710,-0.111266105,-0.614570405,0.564981166,-0.614617328,0.111202627,0.564952651
1715,-1.930298234,1.352540446,1.268270561,1.352444732,1.930317468,1.268229071
1720,-0.414948039,0.185562338,-0.002126327,0.185575688,0.414958773,-0.002254325
1725,0.650522273,0.575371394,0.633692436,0.575466367,-0.650590001,0.633708831
1730,-0.353583153,0.170907168,-0.067585891,0.1709364,0.35356713,-0.06755791
1735,0.672229194,-0.865255546,-0.113448281,-0.865207213,-0.672280247,-0.113503109
1740,1.444493146,-1.236823089,0.240586092,-1.236772111,-1.444510435,0.240520507
1745,-0.702536335,-0.315439283,0.891526462,-0.315458679,0.702476569,0.891552271
1750,-1.543879485,-0.093451432,-1.347816084,-0.093484737,1.543955661,-1.347819207
1755,-0.902473214,0.948057621,-0.292900055,0.94808783,0.902446357,-0.292740514
1760,0.153069396,-0.790687341,-0.323824152,-0.790649681,-0.153107167,-0.323814329
1765,0.21905193,-0.950792248,-0.174100844,-0.950786144,-0.219007693,-0.174040501
1770,-0.289410248,-0.534349874,-0.350859443,-0.534372063,0.289387925,-0.350852497
1775,0.239459859,-0.137112792,-0.19210613,-0.137105519,-0.23945713,-0.192091217
1780,0.133504386,-0.255606745,0.284535558,-0.255606777,-0.133516181,0.284531675
1785,0.31273258,-0.149313732,-0.0034301,-0.149302857,-0.312738579,-0.003464727
1790,0.494789862,-0.236533741,2.10E-04,-0.236523315,-0.494795883,1.92E-04
1795,0.803677481,-0.383767724,0.002761756,-0.383753873,-0.803684524,0.002749584
